종목코드,종목명,주소,설립일,대표자,전화번호,홈페이지
17800,현대엘리베이터,충청북도 충주시 충주산단1로 128 현대엘리베이터 -,1984-05-23,조재천,031-644-5114,http://www.hyundaielevator.co.kr
307950,현대오토에버,서울특별시 강남구 테헤란로 510 루첸타워,2000-04-10,김윤구,02-6296-6000,http://www.hyundai-autoever.com/
11210,현대위아,경남 창원시 성산구 정동로 153,1976-03-29,김경배,055-280-9114,http://www.hyundai-wia.com
4020,현대제철,인천시 동구 중봉대로 63,1964-09-01,서강현,032-760-2114,http://www.hyundai-steel.com
5440,현대지에프홀딩스,서울특별시 강남구 테헤란로98길 12 13층,1968-02-27,"정지선, 장호진 (각자 대표)",031-525-2233,http://www.hyundaigfholdings.co.kr
5380,현대자동차,서울시 서초구 헌릉로 12 (양재동),1967-12-29,"정의선, 장재훈, 이동석(각자 대표)",02-3464-1114,http://www.hyundai.com
1500,현대차증권,서울특별시 영등포구 국제금융로2길 28 현대차증권,1955-07-26,배형근,02-3787-2114,http://www.hmsec.com
11760,현대코퍼레이션,서울시 종로구 율곡로2길 25 연합미디어센터빌딩 16층,1976-12-08,"정몽혁, 김원갑, 장안석(각자대표이사)",02-390-1114,http://www.hyundaicorp.co.kr
227840,현대코퍼레이션홀딩스,서울시 종로구 율곡로2길 25,2015-10-02,"정몽혁, 김원갑, 권철호",02-390-1568,http://www.hyundaicorpholdings.com
126560,현대퓨처넷,"서울특별시 서초구 반포대로 19 (서초동, 현대퓨처넷빌딩)",1992-03-16,김성일,02-3450-2233,http://www.hyundaifuturenet.co.kr
1450,현대해상,서울시 종로구 세종대로 163 현대해상화재보험빌딩,1955-03-05,이석현,,http://www.hi.co.kr
57050,현대홈쇼핑,서울시 강동구 올림픽로 70길 34,2001-05-29,"정교선, 한광영(각자 대표)",02-2143-2000,http://www.hyundaihmall.com
93240,형지엘리트,"인천광역시 연수구 하모니로177번길 49 업무동 10층(송도동, 형지글로벌 패션복합센터)",2002-04-25,최준호,02-3279-8015,http://www.hyungji-elite.com
3010,혜인,서울시 서초구 동산로 86 혜인빌딩,1960-10-17,원경희,02-3498-4500,http://www.haein.com
111110,호전실업,"서울시 마포구 마포대로 19 (마포동, 신화빌딩) 11~12층",1985-03-18,"박용철, 박진호",02-710-5031,http://www.hojeon.com
8770,호텔신라,서울시 중구 동호로 249,1973-05-09,이부진,02-2233-3131,http://www.hotelshilla.net
378850,화승알앤에이,경상남도 양산시 충렬로 61,2021-03-03,김형진,055-370-3331,http://www.hsrna.com
241590,화승엔터프라이즈,"부산시 연제구 중앙대로 1079, 6층(연산동, 장천빌딩)",2015-11-17,이계영,02-588-8042,http://www.hsenterprise.co.kr
6060,화승인더스트리,부산시 연제구 중앙대로 1079 장천빌딩 6층 (연산동),1969-05-07,현석호,051-311-0081,http://www.hsi.co.kr
13520,화승코퍼레이션,부산광역시 연제구 중앙대로 1079 -,1978-09-15,"허성룡,현지호",055-370-3331,http://www.hscorp.com
10690,화신,경북 영천시 도남공단길 94-2,1975-07-01,"정서진, 장의호",054-330-5400,http://www.hwashin.co.kr
133820,화인베스틸,경남 창녕군 창녕읍 창밀로 259-33,2007-10-01,장재훈,055-259-2000,http://www.finebesteel.com
10660,화천기계,"서울시 서초구 방배로 46 (방배동, 화천기계빌딩)",1975-06-14,"권형석, 권형운 (공동대표)",02-523-7766,http://www.hwacheon.com
850,화천기공,광주시 광산구 하남산단4번로 123-17 (장덕동),1977-10-12,"권형석, 권형도(공동대표)",062-950-1511,http://www.hwacheon.com
16580,환인제약,"서울시 송파구 법원로6길 11 (문정, 환인빌딩)",1982-12-16,"이광식, 이원범",02-405-3000,http://www.whanin.com
32560,황금에스티,경기도 안산시 단원구 엠티브이1로 25,1986-08-24,김종현,031-363-8000,http://www.hwangkum.com
4800,효성,서울시 마포구 마포대로 119 (공덕동),1966-11-03,"조현준, 황윤언",02-707-7000,http://www.hyosung.com
94280,효성 ITX,서울시 영등포구 선유동2로 57 이레빌딩 15층,1997-05-09,"남경환, 홍혜진(각자대표)",02-2102-8400,http://www.hyosungitx.com
298040,효성중공업,서울시 마포구 마포대로 119,2018-06-04,우태희,02-707-7000,http://www.hyosungheavyindustries.com
298020,효성티앤씨,서울시 마포구 마포대로 119,2018-06-04,김치형,02-707-7000,http://www.hyosungtnc.com
298000,효성화학,서울시 서초구 반포대로 235,2018-06-04,이건종,02-707-7000,http://www.hyosungchemical.com
93370,후성,경기도 화성시 팔탄면 현대기아로 72-37,2006-11-24,김용민,031-627-4322,http://www.foosungchem.com
81660,미스토홀딩스,"서울특별시 성북구 보문로 35 9층, 10층",1991-07-23,윤근창,02-523-6100,http://www.filaholdings.com
5870,휴니드테크놀러지스,인천시 연수구 벤처로 87,1968-12-11,김유진,032-457-6000,http://www.huneed.com
79980,휴비스,"서울시 강남구 학동로 343, POBA강남타워 12층",2000-11-01,김석현,02-2189-4567,http://www.huvis.com
5010,휴스틸,"서울시 강남구 테헤란로 512, 14층 (대치동, 신안빌딩)",1967-04-18,"박훈, 윤형원(각자 대표)",02-828-9000,http://www.husteel.com
540,흥국화재,서울시 종로구 새문안로 68,1948-03-15,송윤상,02-2002-6000,http://www.heungkukfire.co.kr
3280,흥아해운,"서울특별시 중구 청계천로 8 (무교동, 프리미어플레이스빌딩) 5층",1961-12-08,이환구,02-3449-3000,http://www.heung-a.com
