종목명,종목코드,짧은 요약
MH에탄올,23150,"MH에탄올은 소주 원료인 주정을 생산하는 식음료 기반의 화학기업으로, 주류·식품·제약회사에 주정을 공급하고 있어. 기계설비 제작 사업과 골프장 운영 사업도 병행하고 있으며, 생산 수율 향상과 폐수처리 비용 절감 등 원가 절감에 집중해 수익성을 높이고 있어. 주정 산업의 특성상 고품질과 안정적 공급이 중요한 경쟁력이야."
NAVER,35420,"NAVER는 국내 최대 인터넷 포털로, 검색엔진 기반의 광고, 커머스, 핀테크, 클라우드, 콘텐츠 플랫폼(웹툰, 웹소설 등) 등을 운영하고 있어. AI와 로보틱스 기술에 대한 투자도 활발하며, 글로벌 시장에서는 일본의 라인, 북미·유럽 중심의 웹툰 플랫폼을 통해 경쟁력을 높이고 있어. 기술 기반의 글로벌 플랫폼 기업으로 성장하고 있어."
엔에이치엔,181710,"엔에이치엔은 네이버에서 분리된 IT기업으로, 게임 사업뿐 아니라 간편결제 ‘페이코’, 클라우드, 광고, 웹툰 플랫폼, 티켓링크 운영 등 다양한 분야에 진출해 있어. 기술 기반 사업을 확장하며 머신러닝, 핀테크, 클라우드 플랫폼 개발에 투자하고 있고, 자체 게임 콘텐츠도 지속적으로 출시하며 경쟁력을 높이고 있어."
NH올원리츠,400760,"NH투자증권은 국내 대표 증권사 중 하나로, 투자은행(IB), 자산관리(WM), 리서치, 신탁 등 다양한 금융서비스를 제공하고 있어. 농협금융지주의 계열사로서 다른 금융기관과의 연계를 통해 시너지를 발휘하고 있으며, 디지털 전환과 글로벌 사업 확대도 적극적으로 추진하고 있어."
NH투자증권,5940,"NICE는 신용정보, 결제, 평가, 무인화 장비 등 다양한 금융 인프라 서비스를 제공하는 지주회사로, 40개 이상의 종속회사를 통해 사업을 운영하고 있어. 마이데이터, 데이터 결합, 전기차 충전 인프라 등 새로운 산업에 진출하면서 디지털 기반의 신성장 동력을 확보하고 있어."
NH프라임리츠,338100,"NICE평가정보는 개인과 기업의 신용평가, 신용조회, 자산관리 서비스를 제공하며, 마이데이터 및 빅데이터 기반의 신규 사업에 주력하고 있어. 다양한 산업군과 제휴해 맞춤형 데이터 서비스를 제공하고 있고, 금융 플랫폼 사업과도 연계 중이야."
NICE,34310,"NI스틸은 철강재 기반의 구조물 및 자재를 제조하는 회사로, 합성보와 합성기둥 등 강재와 콘크리트를 결합한 건설 자재를 생산해. 최근 충주와 김해 등지에 공장을 신설하며 생산능력을 확대하고 있으며, 고품질 구조재를 통해 건설 현장의 효율성을 높이고 있어."
NICE평가정보,30190,"엔피씨는 산업용 플라스틱 제품을 생산하는 기업으로, 컨테이너, 파렛트, 체어 등 다양한 제품을 공급하고 있어. 친환경 콜드체인 시스템을 개발하고 재활용 기술을 고도화하여 자원순환 경제 구축에 기여하고 있어. 국내외 23개의 종속회사를 통해 안정적인 공급망도 갖추고 있어."
NI스틸,8260,"OCI는 무기화학 및 카본소재 전문 제조업체로, 반도체용 폴리실리콘과 TDI, 과산화수소 등 다양한 화학소재를 생산해. 2025년에는 2차전지용 실리콘 음극재 핵심 원료인 SiH₄ 생산도 예정되어 있어, 반도체와 전기차 소재 사업을 동시에 강화 중이야."
엔피씨,4250,"OCI홀딩스는 OCI에서 분할된 지주회사로, 신재생에너지, 도시개발, 바이오 등을 포함한 자회사들의 경영관리와 투자를 담당하고 있어. 지배구조 투명성을 높이고 사업 포트폴리오를 재편하면서 기존 사업의 경쟁력을 높이고 새로운 사업 기회를 발굴하고 있어."
OCI,456040,"PI첨단소재는 IT, 디스플레이, 전기차 등에 쓰이는 고기능성 PI필름을 제조하는 전문기업으로, 글로벌 시장 점유율 1위를 지속 유지하고 있어. FPCB, 방열시트, 배터리 절연재 등 다양한 분야에 소재를 공급하며 기술력을 기반으로 제품 포트폴리오를 계속 확장 중이야."
OCI홀딩스,10060,"POSCO홀딩스는 포스코그룹의 지주회사로, 철강, 무역, 건설, 물류뿐 아니라 2차전지소재(리튬, 니켈, 양극재, 음극재 등)까지 사업영역을 넓히고 있어. 미래 신사업 전략 수립과 투자, 그룹 M&A를 주도하며, 지속 가능한 성장 체계를 갖추기 위한 핵심 축 역할을 하고 있어."
PI첨단소재,178920,"S-Oil은 정유사업을 중심으로 석유화학과 윤활유 제품까지 포괄하는 에너지 기업이야. 고도화 정제 설비를 기반으로 원가 경쟁력을 확보하고 있고, 정유 외 신에너지 및 바이오 소재 기반 사업으로의 확장도 추진하고 있어. ESG 트렌드에 맞춘 사업 다각화가 진행 중이야."
POSCO홀딩스,5490,"SK는 SK C&C와 (구)SK의 합병을 통해 2015년 현재의 형태로 출범한 지주회사로, 투자부문과 IT서비스 사업부문으로 나뉘어 운영돼. 반도체, 배터리, 바이오 등 미래 성장동력을 중심으로 포트폴리오를 혁신 중이며, SK머티리얼즈 합병 이후 첨단소재와 기술에 본격 투자하고 있어. 특히 디지털 기술 기반의 플랫폼 사업과 글로벌 확장을 통해 그룹의 미래 경쟁력을 키우고 있어."
S-Oil,10950,"SKC는 화학·소재 전문기업으로, 2차전지용 전지박, 반도체소재, 화학제품을 중심으로 사업을 운영하고 있어. 세계 최초로 독자 기술로 전지박을 양산하며 글로벌 시장에서 입지를 강화하고 있고, 말레이시아와 폴란드에 생산기지를 구축해 해외 수요를 선점 중이야. 반도체소재 부문에서는 고기능성 부품 중심으로 포트폴리오를 고도화하며, 전지박과 반도체소재 분야에서 세계적 리더로 도약하고 있어."
SBS,34120,"SK가스는 국내 LPG 시장에서 점유율 1위를 차지하는 회사로, 울산과 평택에 대규모 저장시설을 운영하며 세계적인 LPG 트레이딩 역량을 갖추고 있어. 기존 LPG 사업을 바탕으로 LNG와 복합에너지 발전, 수소 등 신에너지 사업으로 확장을 추진하고 있어. 특히 세계 최초 LNG/LPG 듀얼 복합발전소를 구축해 저탄소 에너지 전환을 선도하고 있어."
SGC에너지,5090,"SK네트웍스는 정보통신 기기 유통, 글로벌 트레이딩, 자동차 관리, 환경가전 렌털, 호텔 및 리조트 운영 등 다양한 소비자 중심 사업을 운영해. 사업 전반에 AI 기술을 접목하며 디지털 전환을 가속화하고, 데이터 기반의 비즈니스 모델 혁신을 통해 AI 기반 통합 솔루션 기업으로 진화하고 있어."
SG글로벌,1380,"SK디스커버리는 SK의 순수 지주회사로, 자회사들을 통해 친환경소재, 제약, 에너지, 부동산, 바이오 등 다양한 사업을 총괄해. 자회사의 경영 효율성과 투자 전략 수립을 지원하며, 지속 가능한 성장 기반 확보와 신규 사업 발굴에 집중하고 있어. SK케미칼, SK가스, SK플라즈마 등이 주요 자회사야."
SG세계물산,4060,"SK디앤디는 부동산 개발 및 신재생에너지 사업을 수행하는 회사로, 오피스, 호텔, 물류센터, 주거시설 등 다양한 섹터에서 부동산 개발사업을 해. ESG 관점에서 지속가능한 건축과 에너지 효율을 강조하며, SaaS 기반 프롭테크 사업과 신재생에너지 투자를 병행하고 있어. 자체 브랜드 ‘에피소드’와 ‘생각공장’을 통해 공간 경험 중심의 부동산 가치를 창출하고 있어."
SHD,1770,"SK바이오사이언스는 백신 및 바이오의약품의 연구개발과 생산을 전문으로 하며, 자체 백신 개발과 글로벌 CDMO(위탁생산) 사업을 동시에 운영해. 경북 안동의 L House에서 생산 기반을 갖추고 있으며, 독일의 IDT Biologika 지분 인수를 통해 유럽 시장 진출과 생산능력을 확대 중이야. 코로나19 백신 개발 경험을 바탕으로 글로벌 백신 시장에서 입지를 넓혀가고 있어."
SH에너지화학,2360,"SK바이오팜은 뇌전증, 수면질환 치료제 개발에 집중하는 신약개발 전문기업으로, SK에서 분사되어 설립됐어. 세노바메이트(엑스코프리), 솔리암페톨 등의 미국 FDA 승인을 획득했으며, CNS(중추신경계) 영역에서 항암 분야로 파이프라인을 확장하고 있어. 신규 모달리티(RPT, TPD 등) 기반 신약 개발과 글로벌 R&D 역량을 강화 중이야."
SIMPAC,9160,"SK스퀘어는 SK텔레콤에서 분할된 투자전문 지주회사로, SK하이닉스, 11번가, 티맵모빌리티 등을 자회사로 두고 있어. 반도체, ICT, 커머스 분야의 성장성을 중심으로 효율적인 포트폴리오를 구축하고, 각 사업의 전문성과 독립성을 강화하며 기업가치와 주주가치를 높이고 있어. 투자사별 맞춤 전략을 통해 신속하고 유연한 의사결정 체계를 구축하고 있어."
SJG세종,33530,"SK아이이테크놀로지는 리튬이온배터리의 필수소재인 LiBS(리튬이온 분리막)를 생산하는 회사로, 2004년 세계 3번째로 독자 기술을 확보했어. 한국, 중국, 폴란드 등에 생산시설을 갖추고 있으며, 전기차용 차세대 분리막 시장에서 세계적인 입지를 확보 중이야. 고객 맞춤형 소재 개발을 위한 R&D 역량을 확대하고, 글로벌 시장 확대에도 박차를 가하고 있어."
에스제이엠,123700,"SK오션플랜트는 해상풍력 하부구조물, 해양플랜트, 후육강관, 특수선 건조 등 해양 전문 사업을 운영하는 회사야. 경남 고성에 본사와 공장을 두고 있으며, 중국과 베트남 법인을 통해 글로벌 공급망을 확장 중이야. 해상풍력 확대에 따라 하부구조물 제작 능력을 강화하고 있으며, 세계 시장에서 Top Tier 공급업체로 도약하고자 하고 있어."
에스제이엠홀딩스,25530,"SK이노베이션은 SK그룹의 종합 에너지 기업으로, 2024년 SK E&S와 합병해 아시아 최대 민간 에너지회사로 성장했어. 석유, 화학, 배터리, 전력사업을 아우르며, 전기차 배터리, BaaS, ESS, 전고체 배터리 등 미래 에너지 분야에 집중 투자하고 있어. 에너지 포트폴리오 다각화를 통해 친환경과 수익성의 균형을 맞추고 있어."
SK,34730,"SK이터닉스는 SK디앤디에서 분할되어 설립된 재생에너지 전문회사로, 태양광, 풍력, 연료전지 등의 개발과 EPC, 전력거래까지 통합적으로 수행해. 신안우이 해상풍력 프로젝트 등 대규모 프로젝트를 추진하고 있으며, VPP(가상발전소) 플랫폼 기반의 그린에너지 통합 솔루션 기업으로 성장하고 있어."
SKC,11790,"SK증권은 1955년 설립된 전통 있는 증권회사로, 투자중개, 자산관리, 신탁, 자문 등 다양한 금융서비스를 제공해. ESG 금융, 사회책임투자 등 지속가능한 금융모델을 구축하고 있으며, 고객·직원·주주의 가치를 함께 추구하는 금융문화를 지향하고 있어. 내부 역량 강화와 기술 기반 혁신을 통해 금융시장 변화에 유연하게 대응하고 있어."
SK가스,18670,"SK케미칼은 SK디스커버리에서 분할된 친환경 소재 및 생명과학 전문기업이야. 플라스틱 대체재인 바이오폴리올, 순환재활용 PET소재 같은 그린케미컬 제품을 생산하고, 의약품과 백신 생산도 병행하고 있어. 지속가능성을 중심에 두고 친환경 포트폴리오 확장과 제약바이오 부문 경쟁력 강화를 동시에 추진하고 있어."
SK네트웍스,1740,"SK디앤디는 부동산 개발 및 신재생에너지 사업을 병행하는 기업이야. 오피스, 호텔, 물류센터 등을 개발하며, SaaS와 프롭테크 기반 사업도 운영하고 있어."
SK디스커버리,6120,"SK바이오사이언스는 백신 개발 및 생산 전문 기업으로, 안동에 백신 생산시설을 보유해. 글로벌 CDMO 사업과 자체 백신 개발을 통해 세계 시장을 겨냥하고 있어."
SK디앤디,210980,"SK바이오팜은 SK의 신약개발 자회사로, 뇌전증 치료제 세노바메이트 등을 개발해. 신약 파이프라인을 CNS에서 항암 분야로 확장하며 글로벌 바이오기업으로 성장 중이야."
SK리츠,395400,"SK스퀘어는 반도체 중심 투자 전문회사로, 11번가와 티맵모빌리티 같은 자회사를 운영하고 SK하이닉스와 협력해. 각 사업의 전문성과 독립성을 높여 기업가치를 키우고 있어."
SK바이오사이언스,302440,"SK아이이테크놀로지는 배터리 필름(LiBS)을 만드는 회사로, 세계에서 세 번째로 관련 기술을 개발했어. 글로벌 생산기지를 통해 전기차 배터리 시장을 선도하고 있어."
에스케이바이오팜,326030,"SK오션플랜트는 해양플랜트와 해상풍력 하부구조물을 제조하는 회사야. 베트남, 중국 등 글로벌 생산기지를 확대하며 해상풍력 분야의 글로벌 리더를 목표로 하고 있어."
SK스퀘어,402340,"SK이노베이션은 석유, 화학, 배터리, 전력 등을 아우르는 종합 에너지 기업이야. SK E&S와 합병해 아시아 최대 민간 에너지 회사가 되었고, 전고체 배터리 등 미래 기술 개발에 주력하고 있어."
SK아이이테크놀로지,361610,"SK이터닉스는 SK디앤디에서 분리된 재생에너지 전문기업으로, 태양광, 풍력, 연료전지, ESS 등 친환경 에너지 개발과 전력거래 플랫폼 사업을 운영하고 있어."
